"","STUDY_ID","REVIEWERS","INCLUDE","Publication.Type","Authors","Book.Authors","Book.Editors","Book.Group.Authors","Author.Full.Names","Book.Author.Full.Names","Group.Authors","Article.Title","Source.Title","Book.Series.Title","Book.Series.Subtitle","Language","Document.Type","Conference.Title","Conference.Date","Conference.Location","Conference.Sponsor","Conference.Host","Author.Keywords","Keywords.Plus","Abstract","Addresses","Affiliations","Reprint.Addresses","Email.Addresses","Researcher.Ids","ORCIDs","Funding.Orgs","Funding.Name.Preferred","Funding.Text","Cited.References","Cited.Reference.Count","Times.Cited..WoS.Core","Times.Cited..All.Databases","X180.Day.Usage.Count","Since.2013.Usage.Count","Publisher","Publisher.City","Publisher.Address","ISSN","eISSN","ISBN","Journal.Abbreviation","Journal.ISO.Abbreviation","Publication.Date","Publication.Year","Volume","Issue","Part.Number","Supplement","Special.Issue","Meeting.Abstract","Start.Page","End.Page","Article.Number","DOI","DOI.Link","Book.DOI","Early.Access.Date","Number.of.Pages","WoS.Categories","Web.of.Science.Index","Research.Areas","IDS.Number","Pubmed.Id","Open.Access.Designations","Highly.Cited.Status","Hot.Paper.Status","Date.of.Export","UT..Unique.WOS.ID.","Web.of.Science.Record"
"11",43,"Kristen1","maybe","C","Coverdale, A",NA,"Greener, S; Rospigliosi, A",NA,"Coverdale, Andy",NA,NA,"Negotiating Doctoral Practices and Academic Identities Through the Adoption and Use of Social and Participative Media","PROCEEDINGS OF THE 10TH EUROPEAN CONFERENCE ON E-LEARNING, VOLS 1 AND 2",NA,NA,NA,NA,"10th European Conference on e-Learning (ECEL)","NOV 10-11, 2011","Univ Brighton, Brighton Business Sch, Brighton, ENGLAND",NA,"Univ Brighton, Brighton Business Sch",NA,NA,"This paper describes current doctoral research into how PhD students are using social and participative media (web 2.0) in their academic studies. It examines the role these media can play in identity-formation and induction into academic scholarship and professional development. The highly contextualised and situated approach of this study challenges some of the dominant discourses and idealised concepts within the educational technology field to address the significant gap between the potential of web 2.0 and the reality of low rates of adoption and use. The study reconciles social media adoption and use with the self-efficacy and heterogeneity of doctoral practice. By taking an ecological approach, it recognises that doing a PhD requires the negotiation of multiple and interrelated academic and occasionally non-academic contexts. Such an approach legitimises doctoral practice beyond those related purely to thesis-development, and challenges models of doctoral education defined by a trajectory of increased participation and enculturation within a single, localised institutional research community. In addition, rather than focusing on one particular tool or platform, the study adopts a holistic perspective to social media that recognises the multiplicity, interrelatedness and transiency of web 2.0. The empirical research uses a small sample of social sciences, humanities and interdisciplinary PhD students as participants. Adopting a qualitative approach and mixed-method design, data were collected through the observation of online activities across a range of social media, participant-reported accounts, and a series of in-depth participant interviews. Activity theory is used to support a grounded and recursive approach to analysing participant-produced digital artefacts, field notes and interview transcripts through open coding and thick description. From these data, an analytical framework of interrelated object-oriented activity systems was generated with which to identify and describe shifting patterns in social media practice through key phases in the participants' doctoral experiences, and across a range of academic contexts. Emerging findings indicate the role of social media in contributing to, and revealing, the tensions inherent in negotiating multiple and interrelated practice contexts through boundary crossing and interdisciplinary activities. The study reveals how participation in emergent online research networks and communities is enabling new forms of engagement with the research field, often beyond the immediate scope of thesis-related work, and examines how this contributes to the act of mapping the research field by providing additional insights into the socio-cultural infrastructure that underpins academic discourse. It also highlights how the development of doctoral social media practices and identity agendas are influenced by localised research cultures and often compromised by ambiguous or perceived audiences.",NA,NA,NA,NA,"Coverdale, Andy/AEP-3795-2022","Coverdale, Andy/0000-0001-6912-5942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"978-1-908272-22-5",NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,"909","916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000300244000109","View Full Record in Web of Science"
"12",45,"Kristen1","NO","J","Balick, MJ",NA,NA,NA,"Balick, Michael J.",NA,NA,"Transforming the study of plants and people: A reflection on 35 years of The New York Botanical Garden Institute of Economic Botany","BRITTONIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The creation of the NYBG Institute of Economic Botany (IEB) was intended to help revitalize the field of economic botany and ethnobotany, through the work of a multidisciplinary staff who would study important issues of great human concern. Early staff appointments included anthropologists and ecologists, who utilized perspectives from the social and natural sciences that, when combined with NYBG staff trained in systematic botany, economic botany and ethnobotany, have been effective in changing research approaches to the study of the relationships between plants, people and culture. IEB staff activities include research projects, teaching in graduate and undergraduate programs, mentoring students, publishing the results of scientific research and outreach to the public as well as communities in areas where its programs operate. Thirty-five years after the creation of the IEB, the fields of economic botany and ethnobotany have greater preeminence as scientific disciplines and classes in these topics have grown from only a handful at universities in the 1980s to over 70 today. Several dozen graduates of the IEB's Ph.D. programs now teach or carry out research at many major institutions around the world, as well as in the private sector; it is this next generation who will continue and expand studies of this field.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0007-196X","1938-436X",NA,NA,NA,"SEP",2016,68,"3",NA,NA,NA,NA,"278","289",NA,"10.1007/s12228-016-9419-3","http://dx.doi.org/10.1007/s12228-016-9419-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000381993300006","View Full Record in Web of Science"
"13",51,"Kristen1","maybe","J","Read, EK; O'Rourke, M; Hong, GS; Hanson, PC; Winslow, LA; Crowley, S; Brewer, CA; Weathers, KC",NA,NA,NA,"Read, E. K.; O'Rourke, M.; Hong, G. S.; Hanson, P. C.; Winslow, L. A.; Crowley, S.; Brewer, C. A.; Weathers, K. C.",NA,NA,"Building the team for team science","ECOSPHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The ability to effectively exchange information and develop trusting, collaborative relationships across disciplinary boundaries is essential for 21st century scientists charged with solving complex and large-scale societal and environmental challenges, yet these communication skills are rarely taught. Here, we describe an adaptable training program designed to increase the capacity of scientists to engage in information exchange and relationship development in team science settings. A pilot of the program, developed by a leader in ecological network science, the Global Lake Ecological Observatory Network (GLEON), indicates that the training program resulted in improvement in early career scientists' confidence in team-based network science collaborations within and outside of the program. Fellows in the program navigated human-network challenges, expanded communication skills, and improved their ability to build professional relationships, all in the context of producing collaborative scientific outcomes. Here, we describe the rationale for key communication training elements and provide evidence that such training is effective in building essential team science skills.",NA,NA,NA,NA,NA,"O'Rourke, Michael/0000-0002-4629-0811; Read, Emily/0000-0002-9617-9433; Crowley, Stephen/0000-0001-7081-4390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2150-8925",NA,NA,NA,NA,"MAR",2016,7,"3",NA,NA,NA,NA,NA,NA,"e01291","10.1002/ecs2.1291","http://dx.doi.org/10.1002/ecs2.1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000374896800036","View Full Record in Web of Science"
"14",57,"Kristen1","NO","C","Bykova, IA; Notina, EA; Radic, N",NA,NA,"Pixel","Bykova, Irina A.; Notina, Elena A.; Radic, Nebojsa",NA,NA,"The Mosaic of Ecological Discourse in the Light of Translation Studies and Cognition","12TH INTERNATIONAL CONFERENCE INNOVATION IN LANGUAGE LEARNING",NA,NA,NA,NA,"12th International Conference Innovation in Language Learning","NOV 14-15, 2019","Florence, ITALY",NA,NA,NA,NA,"Built around complex doctrinal approaches to interactions among human and natural systems and characterized by increasing dynamism, ecological scientific discourse tends to set sights on the interdisciplinarity facet of researches and has its own relevant specificities of language use that are to be paid special attention in what regards science education. In the context of cross-border scientific communication and polylogue as to environmental concerns and agenda suffused by emanation of new concepts, neologisms, and innovative theories, particular relevance is acquired by potential symmetry of presuppositional conditions, including linguistic, cultural, and scientific competencies of communicants that determine the common background of knowledge, essential for ensuring that the information is adequately sent and received, as well as the spatio-temporal limits of a given discourse, in terms of analysis, at which this article is aimed, within the frames of comparison of specificities that characterize the way in which certain parts of knowledge or human experience is reflected in language throughout the process of mediated cross-cultural cross-linguistic scientific communication, along with efficiency and scope of translator's choice and creativity. The methods of semantic and comparative analyses, as well as the method of translation, and the questionnaire method are used in this study. Ph.D. students of RUDN-university (n 78) from different countries with different mother-tongue backgrounds learning academic writing in the English and the Spanish languages participated in the questionnaire. By way of conclusion, cognitive approach to semiotic and functional potential of ecological discourse, to the structures of knowledge and conventional ways of objectivization thereof within cognitive environment, to linking or relating knowledge of field data with language competence enhance motivation of Ph.D. students to participate in cross-linguistic cross-cultural scientific communication. The practical value of this study can be relevant for language teaching, language acquisition, translation studies, intercultural communication and discourse researches.",NA,NA,NA,NA,"Bykova, Irina/AAC-6049-2021; Notina, Elena/AAC-4992-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"978-88-85813-80-9",NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,"583","587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000719798200101","View Full Record in Web of Science"
"15",61,"Kristen1","NO","J","Zhang, Y; Xiong, Y",NA,NA,NA,"Zhang, Yang; Xiong, Yu",NA,NA,"Interdisciplinary understanding of place in tourism education: An approach of participatory learning in China","JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Understanding the mean of place from the perspective of interdisciplinary learning in tourism education is consensus. This empirical study explored how graduate students from tourism major in China perceive place through participating field trip in YongDing earth building, China which is one of the World Cultural Heritage Site (WCHS) and developing tourism village in the in-depth interview, questionnaire survey and so on. Research result indicated that such cultural heritage village as the place not only is a geographic site but also means a political ecological system, regional cultural pattern and traditional lifestyle. Participatory learning enriched the postgraduate students' skills in both academic study and social contact which is necessary for their future career development. (C) 2017 The Authors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1447-6770","1839-5260",NA,NA,NA,"MAR",2017,30,NA,NA,NA,NA,NA,"47","54",NA,"10.1016/j.jhtm.2017.01.003","http://dx.doi.org/10.1016/j.jhtm.2017.01.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000398861200007","View Full Record in Web of Science"
"16",62,"Kristen1","NO","J","Brandell, EE; Becker, DJ; Sampson, L; Forbes, KM",NA,NA,NA,"Brandell, Ellen E.; Becker, Daniel J.; Sampson, Laura; Forbes, Kristian M.",NA,NA,"Demography, education, and research trends in the interdisciplinary field of disease ecology","ECOLOGY AND EVOLUTION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Micro- and macroparasites are a leading cause of mortality for humans, animals, and plants, and there is great need to understand their origins, transmission dynamics, and impacts. Disease ecology formed as an interdisciplinary field in the 1970s to fill this need and has recently rapidly grown in size and influence. Because interdisciplinary fields integrate diverse scientific expertise and training experiences, understanding their composition and research priorities is often difficult. Here, for the first time, we quantify the composition and educational experiences of a subset of disease ecology practitioners and identify topical trends in published research. We combined a large survey of self-declared disease ecologists with a literature synthesis involving machine-learning topic detection of over 18,500 disease ecology research articles. The number of graduate degrees earned by disease ecology practitioners has grown dramatically since the early 2000s. Similar to other science fields, we show that practitioners in disease ecology have diversified in the last decade in terms of gender identity and institution, with weaker diversification in race and ethnicity. Topic detection analysis revealed how the frequency of publications on certain topics has declined (e.g., HIV, serology), increased (e.g., the dilution effect, infectious disease in bats), remained relatively common (e.g., malaria ecology, influenza, vaccine research and development), or have consistently remained relatively infrequent (e.g., theoretical models, field experiments). Other topics, such as climate change, superspreading, emerging infectious diseases, and network analyses, have recently come to prominence. This study helps identify the major themes of disease ecology and demonstrates how publication frequency corresponds to emergent health and environmental threats. More broadly, our approach provides a framework to examine the composition and publication trends of other major research fields that cross traditional disciplinary boundaries.",NA,NA,NA,NA,"; Becker, Daniel/A-6466-2014","Brandell, Ellen E./0000-0002-2698-7013; Becker, Daniel/0000-0003-4315-8628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2045-7758",NA,NA,NA,NA,"DEC",2021,11,"24",NA,NA,NA,NA,"17581","17592",NA,"10.1002/ece3.8466","http://dx.doi.org/10.1002/ece3.8466",NA,"DEC 2021",NA,NA,NA,NA,NA,35003624,NA,NA,NA,NA,"WOS:000730020700001","View Full Record in Web of Science"
"17",63,"Kristen1","YES","J","Judge, PK; Buxton, JA; Sheahan, TC; Phetteplace, ER; Kriebel, DL; Infield, EMH",NA,NA,NA,"Judge, Pamela K.; Buxton, Jane A.; Sheahan, Thomas C.; Phetteplace, Eleanor R.; Kriebel, David L.; Infield, Elisabeth M. Hamin",NA,NA,"Teaching across disciplines: a case study of a project-based short course to teach holistic coastal adaptation design","JOURNAL OF ENVIRONMENTAL STUDIES AND SCIENCES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Climate change has led to the need for innovation in resilient infrastructure and the social policies which will support those. This requires greater interdisciplinary interactions and knowledge building among emerging professionals. This paper presents a case study of a pilot short course intended to immerse graduate students in the design of resilient infrastructure using place-based and interdisciplinary active team learning. This course helps graduate students bridge the gap between research and practice on the social science and engineering of resilient infrastructure for coastal adaptation. The intellectual framework for the course (the Adaptive Gradients Framework) provides a holistic evaluation of adaptation design proposals and was used to recognize the complexity of social, ecological and engineering aspects and varied social benefits. The course provides a model to move outside rigid boundaries of institutions and disciplines to begin to build, in both students and instructors, the ability to work more effectively on complex social-ecological-engineering problems. Finally, this paper presents a summary of lessons learned from this pilot short course.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2190-6483","2190-6491",NA,NA,NA,"SEP",2020,10,"3",NA,NA,NA,NA,"341","351",NA,"10.1007/s13412-020-00610-z","http://dx.doi.org/10.1007/s13412-020-00610-z",NA,"APR 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000529498700001","View Full Record in Web of Science"
"18",64,"Kristen1","NO","J","Garrett, A; Carter-Johnson, FD; Natali, SM; Schade, JD; Holmes, RM",NA,NA,NA,"Garrett, Arnell; Carter-Johnson, Frances D.; Natali, Susan M.; Schade, John D.; Holmes, Robert Max",NA,NA,"A Model Interdisciplinary Collaboration to Engage and Mentor Underrepresented Minority Students in Lived Arctic and Climate Science Research Experiences","SPUR-SCHOLARSHIP AND PRACTICE OF UNDERGRADUATE RESEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Polaris Project, a National Science Foundation-funded program at the Woodwell Climate Research Center, aims to comprehensively address minority participation in climate and Arctic science research. The project implemented design principles to recruit, motivate, and retain African Americans, Hispanics, Native Americans or Alaskan Natives, and women through immersive, field research experiences. The project included undergraduate and graduate students from environmental science, ecology, hydrology, biology, forestry, and geology. Ninety-five percent of participants identified as African American, Hispanic, Native American or Alaskan Native, and/or female. Critical participant outcomes included development of interdisciplinary research projects, involvement in self-efficacy and advocacy experiences, and increased awareness and discussion of Arctic research careers. All outcomes contributed to the Polaris Project's role as a model climate science research program.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2476-101X",NA,NA,NA,NA,"FAL",2021,5,"1",NA,NA,NA,NA,"16","26",NA,"10.18833/spur/5/1/4","http://dx.doi.org/10.18833/spur/5/1/4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000782453800003","View Full Record in Web of Science"
"19",65,"Kristen1","YES","J","Gervais, BK; Voirin, CR; Beatty, C; Bulltail, G; Cowherd, S; Defrance, S; Dorame, B; Gutteriez, R; Lackey, J; Lupe, C; Negrette, AB; Sherman, NCR; Swaney, R; Tso, K; Victor, M; Wilson, R; Yazzie, K; Long, JW; Hoagland, SJ",NA,NA,NA,"Gervais, Breanna K.; Voirin, Chase R.; Beatty, Chris; Bulltail, Grace; Cowherd, Stephanie; Defrance, Shawn; Dorame, Breana; Gutteriez, Raymond; Lackey, Jessica; Lupe, Candy; Negrette, April B.; Sherman, Natalya C. Robbins; Swaney, Ruth; Tso, Kevin; Victor, Marvin; Wilson, Royale; Yazzie, Kimberly; Long, Jonathan W.; Hoagland, Serra J.",NA,NA,"Native American Student Perspectives of Challenges in Natural Resource Higher Education","JOURNAL OF FORESTRY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Native Americans have vital interests in promoting forest management decisions based on sound science and consistent with cultural values to sustain and conserve tribal natural resources. Advancing the next generation of natural resource professionals into key positions is essential to advance the self-determination of tribes; yet, there are unique challenges Native American students encounter when pursuing an advanced degree in natural resources. We formed an informal group of Native Americans who have been undergraduate and/or graduate students in natural resource fields to discuss their experiences in higher education. The group discussed their personal paths to and experiences in undergraduate and graduate programs, including academics and campus culture. Students collectively identified several significant deterrents, including insufficient access to mentors with experience working with tribal communities at nontribal universities, as well as a lack of interdisciplinary courses that integrate tribal land management practices and traditional ecological knowledge with nontribal and western ecological science. Based on our findings, we suggest practices and programs that academic institutions can emphasize to address the challenges in recruiting and retaining Native Americans in natural resource-related programs.",NA,NA,NA,NA,"Long, Jonathan/Q-5231-2019","Plenty Sweetgrass-She Kills, Ruth/0000-0002-5738-6480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-1201","1938-3746",NA,NA,NA,"SEP",2017,115,"5",NA,NA,"SI",NA,"491","497",NA,"10.5849/jof.2016-065R1","http://dx.doi.org/10.5849/jof.2016-065R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000410540200025","View Full Record in Web of Science"
"20",67,"Kristen1","YES","C","Hart, C",NA,"Eglite, A",NA,"Hart, Cornel",NA,NA,"Participatory Clarificatory Evaluation of a Human Ecology Curriculum Renewal for Sustainable Integrative Community Development","ECONOMIC SCIENCE FOR RURAL DEVELOPMENT: RESOURCES AND EDUCATION","Economic Science for Rural Development",NA,NA,NA,"International Scientific Conference on Economic Science for Rural Development","APR 22-23, 2010","Latvia Univ Agr, Fac Econom, Jelgava, LATVIA",NA,"Latvia Univ Agr, Fac Econom",NA,NA,"The international and national focus on sustainable integrative community development has contributed to the need for an interdisciplinary trained graduate that can facilitate sustainable integrative community development. The graduate best suited would be a human ecologist, as human ecology is the only discipline that is interdisciplinary. Human ecology focuses on integrated solutions for complex environmental and socio-economic needs which cannot be addressed by any single discipline. The paper describes the process of curriculum renewal for sustainable integrative community development by the Department of Human Ecology at the University of the Western Cape (South Africa). The research methodology applied in this process is programme evaluation. The evaluation study described in this paper is participatory clarificatory evaluation and it was the first of four evaluation designs that would be applied to the curriculum renewal process. The participatory clarificatory evaluation was driven by two main objectives: 1) to assess the need and feasibility of the new curriculum and 2) to evaluate the planning and design of the new curriculum. The first: objective was addressed by means of an environmental context assessment which indicated the need for an interdisciplinary community development specialist. The assessment of the second objective resulted in the clarification of the programme theory for the new curriculum - inclusive of the aims, objectives, and outcomes for the new BA Human Ecology (General) programme of the Department.",NA,NA,NA,NA,"Hart, Cornel/ABN-5299-2022","Hart, Cornel/0000-0001-6226-9652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1691-3078",NA,"978-9984-9937-9-9",NA,NA,NA,2010,NA,"22",NA,NA,NA,NA,"143","151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000289964900019","View Full Record in Web of Science"
